com,n_com,dgr_int,PY,TI,AU,UT,seed_com
3,20,0.6143168997330339,2021,MARKER ALLERGENS IN HYMENOPTERA VENOM AL﻿L﻿ERGY — CHARACTERISTICS AND POTENTIAL USE IN PRECI﻿SION MEDICINE,BLANK S;BILÒ MB;GROSCH J;SCHMIDT-WEBER CB;OLLERT M;JAKOB T,2-S2.0-85096102936,TRUE
4,16,0.5116419997492064,2018,MUTATIONAL ANALYSIS OF THE EXTRACELLULAR DISULPHIDE BRIDGES OF THE ATYPICAL CHEMOKINE RECEPTOR ACKR3/CXCR7 UNCOVERS MULTIPLE BINDING AND ACTIVATION MODES FOR ITS CHEMOKINE AND ENDOGENOUS NON-CHEMOKINE AGONISTS,SZPAKOWSKA M;MEYRATH M;REYNDERS N;COUNSON M;HANSON J;STEYAERT J;CHEVIGNÉ A,2-S2.0-85045006490,TRUE
4,16,0.4335129580575639,2018,DIFFERENT CONTRIBUTIONS OF CHEMOKINE N-TERMINAL FEATURES ATTEST TO A DIFFERENT LIGAND BINDING MODE AND A BIAS TOWARDS ACTIVATION OF ACKR3/CXCR7 COMPARED WITH CXCR4 AND CXCR3,SZPAKOWSKA M;NEVINS AM;MEYRATH M;RHAINDS D;D'HUYS T;GUITÉ-VINET F;DUPUIS N;GAUTHIER P-A;COUNSON M;KLEIST A;ST-ONGE G;HANSON J;SCHOLS D;VOLKMAN BF;HEVEKER N;CHEVIGNÉ A,2-S2.0-85044208341,TRUE
4,16,0.3835750670816805,2016,HUMAN HERPESVIRUS 8-ENCODED CHEMOKINE VCCL2/VMIP-II IS AN AGONIST OF THE ATYPICAL CHEMOKINE RECEPTOR ACKR3/CXCR7,SZPAKOWSKA M;DUPUIS N;BARAGLI A;COUNSON M;HANSON J;PIETTE J;CHEVIGNÉ A,2-S2.0-84979731597,TRUE
4,16,0.2850862820022223,2021,PROADRENOMEDULLIN N-TERMINAL 20 PEPTIDES (PAMPS) ARE AGONISTS OF THE CHEMOKINE SCAVENGER RECEPTOR ACKR3/CXCR7,MEYRATH M;PALMER CB;REYNDERS N;VANDERPLASSCHEN A;OLLERT M;BOUVIER M;SZPAKOWSKA M;CHEVIGNÉ A,2-S2.0-85104925938,TRUE
4,16,0.25096434187754985,2020,THE DIVERSE AND COMPLEX ROLES OF ATYPICAL CHEMOKINE RECEPTORS IN CANCER: FROM MOLECULAR BIOLOGY TO CLINICAL RELEVANCE AND THERAPY,SJÖBERG E;MEYRATH M;CHEVIGNÉ A;ÖSTMAN A;AUGSTEN M;SZPAKOWSKA M,2-S2.0-85079512936,TRUE
5,13,0.09808798748598552,2020,GLUTATHIONE RESTRICTS SERINE METABOLISM TO PRESERVE REGULATORY T CELL FUNCTION,KURNIAWAN H;FRANCHINA DG;GUERRA L;BONETTI L;BAGUET LS;GRUSDAT M;SCHLICKER L;HUNEWALD O;DOSTERT C;MERZ MP;BINSFELD C;DUNCAN GS;FARINELLE S;NONNENMACHER Y;HAIGHT J;DAS GUPTA D;EWEN A;TASKESEN R;HALDER R;CHEN Y;JÄGER C;OLLERT M;WILMES P;VASILIOU V;HARRIS IS;KNOBBE-THOMSEN CB;TURNER JD;MAK TW;LOHOFF M;MEISER J;HILLER K;BRENNER D,2-S2.0-85083873378,TRUE
5,13,0.09334861290168553,2020,LINEAR UBIQUITIN CHAINS: CELLULAR FUNCTIONS AND STRATEGIES FOR DETECTION AND QUANTIFICATION,DITTMAR G;WINKLHOFER KF,2-S2.0-85078205026,TRUE
5,13,0.07354175510344102,2020,ANALYSIS OF UBIQUITIN SIGNALING AND CHAIN TOPOLOGY CROSS-TALK,MENDES ML;FOUGERAS MR;DITTMAR G,2-S2.0-85078668003,TRUE
5,13,0.0733886562217517,2020,REGULATORY T CELL METABOLISM AT THE INTERSECTION BETWEEN AUTOIMMUNE DISEASES AND CANCER,KURNIAWAN H;SORIANO-BAGUET L;BRENNER D,2-S2.0-85093847246,TRUE
5,13,0.06588781500646425,2020,METABOLIC MODULATION OF IMMUNITY: A NEW CONCEPT IN CANCER IMMUNOTHERAPY,GUERRA L;BONETTI L;BRENNER D,2-S2.0-85087396293,TRUE
6,12,0.691407700409951,2016,HORSE-MEAT ALLERGY MEDIATED BY DOG-ALLERGY: A CASE REPORT AND REVIEW OF THE LITERATURE,MORISSET M;ARUMUGAM K;OLLERT M;HILGER C,2-S2.0-84973448979,TRUE
6,12,0.6792451770204829,2016,HORSE-MEAT ALLERGY MEDIATED BY DOG-ALLERGY: A CASE REPORT AND REVIEW OF THE LITERATURE,MORISSET M;ARUMUGAM K;OLLERT M;HILGER C,2-S2.0-85032945055,TRUE
6,12,0.5557976381455901,2017,"ALPHA-GAL SYNDROME: CLINICAL PRESENTATION, NEW CONCEPTS, AND UNMET NEEDS",FISCHER J;HILGER C,2-S2.0-85044900193,TRUE
6,12,0.4395852913020667,2016,"TWO GALACTOSE-Α-1,3-GALACTOSE CARRYING PEPTIDASES FROM PORK KIDNEY MEDIATE ANAPHYLACTOGENIC RESPONSES IN DELAYED MEAT ALLERGY",HILGER C;FISCHER J;SWIONTEK K;HENTGES F;LEHNERS C;EBERLEIN B;MORISSET M;BIEDERMANN T;OLLERT M,2-S2.0-84956635225,TRUE
6,12,0.42256250765377235,2019,"ROLE AND MECHANISM OF GALACTOSE-ALPHA-1,3-GALACTOSE IN THE ELICITATION OF DELAYED ANAPHYLACTIC REACTIONS TO RED MEAT",HILGER C;FISCHER J;WÖLBING F;BIEDERMANN T,2-S2.0-85060392000,TRUE
7,10,0.12339455695498378,2017,ANTIGENIC DRIFT DEFINES A NEW D4 SUBGENOTYPE OF MEASLES VIRUS,MUÑOZ-ALÍA MÁ;MULLER CP;RUSSELL SJ,2-S2.0-85019176457,TRUE
7,10,0.1170844742908535,2017,MOLECULAR SURVEILLANCE OF MEASLES AND RUBELLA IN THE WHO EUROPEAN REGION: NEW CHALLENGES IN THE ELIMINATION PHASE,SANTIBANEZ S;MANKERTZ A;HÜBSCHEN JM;MULLER CP;BEN MAMOU MC;MUSCAT M;O'CONNOR PM;BROWN KE;MYERS R;DONOSO MANTKE O;ZEICHHARDT H;ZEICHHARDT H;ZEICHHARDT H;BROCKMANN D;BROCKMANN D;SHULGA SV,2-S2.0-85025645514,TRUE
7,10,0.10245143385753931,2016,MEASLES VIRUS HEMAGGLUTININ PROTEIN EPITOPES: THE BASIS OF ANTIGENIC STABILITY,TAHARA M;BÜRCKERT J-P;KANOU K;MAENAKA K;MULLER CP;TAKEDA M,2-S2.0-84981501605,TRUE
7,10,0.0845978035970078,2018,MEASLES VIRUS GENOTYPE D4 STRAINS WITH NONSTANDARD LENGTH M-F NON-CODING REGION CIRCULATED DURING THE MAJOR OUTBREAKS OF 2011-2012 IN SPAIN,GIL H;FERNÁNDEZ-GARCÍA A;MOSQUERA MM;HÜBSCHEN JM;CASTELLANOS AM;DE ORY F;MASA-CALLES J;ECHEVARRÍA JE,2-S2.0-85050027018,TRUE
7,10,0.07650389028488389,2019,VARICELLA ZOSTER AND FEVER RASH SURVEILLANCE IN LAO PEOPLE'S DEMOCRATIC REPUBLIC,NOUANTHONG P;HÜBSCHEN JM;BILLAMAY S;MONGKHOUNE S;VILIVONG K;KHOUNVISITH V;SINNER R;GRANDADAM M;PHONEKEO D;BLACK AP;MULLER CP,2-S2.0-85065548862,TRUE
8,10,0.13152237639241743,2018,HIGH-THROUGHPUT SEQUENCING OF MURINE IMMUNOGLOBULIN HEAVY CHAIN REPERTOIRES USING SINGLE SIDE UNIQUE MOLECULAR IDENTIFIERS ON AN ION TORRENT PGM,BÜRCKERT J-P;FAISON WJ;MUSTIN DE;DUBOIS ARSX;SINNER R;HUNEWALD O;WIENECKE-BALDACCHINO A;BRIEGER A;MULLER CP,2-S2.0-85049925246,TRUE
8,10,0.11835099991989961,2018,APPLYING UNIQUE MOLECULAR IDENTIFIERS IN NEXT GENERATION SEQUENCING REVEALS A CONSTRAINED VIRAL QUASISPECIES EVOLUTION UNDER CROSS-REACTIVE ANTIBODY PRESSURE TARGETING LONG ALPHA HELIX OF HEMAGGLUTININ,HAUCK NC;KIRPACH J;KIEFER C;FARINELLE S;MAUCOURANT S;MORRIS SA;ROSENBERG W;HE FQ;MULLER CP;LU I-N,2-S2.0-85044616245,TRUE
8,10,0.1008175530486167,2017,FUNCTIONALLY CONVERGENT B CELL RECEPTOR SEQUENCES IN TRANSGENIC RATS EXPRESSING A HUMAN B CELL REPERTOIRE IN RESPONSE TO TETANUS TOXOID AND MEASLES ANTIGENS,BÜRCKERT J-P;DUBOIS ARSX;FAISON WJ;FARINELLE S;CHARPENTIER E;SINNER R;WIENECKE-BALDACCHINO A;MULLER CP,2-S2.0-85038909520,TRUE
8,10,0.07886904761904762,2016,HIGH-RESOLUTION ANALYSIS OF THE B CELL REPERTOIRE BEFORE AND AFTER POLYETHYLENE GLYCOL FUSION REVEALS PREFERENTIAL FUSION OF RARE ANTIGEN-SPECIFIC B CELLS,DUBOIS ARSX;BUERCKERT J-P;SINNER R;FAISON WJ;MOLITOR AM;MULLER CP,2-S2.0-84975770084,TRUE
8,10,0.0773972602739726,2018,A VIRUS-LIKE PARTICLE VACCINE CANDIDATE FOR INFLUENZA A VIRUS BASED ON MULTIPLE CONSERVED ANTIGENS PRESENTED ON HEPATITIS B TANDEM CORE PARTICLES,RAMIREZ A;MORRIS S;MAUCOURANT S;D'ASCANIO I;CRESCENTE V;LU I-N;FARINELLE S;MULLER CP;WHELAN M;ROSENBERG W,2-S2.0-85039851691,TRUE
9,7,0.29251486477540883,2018,HAIR ANALYSIS FOR THE BIOMONITORING OF POLYCYCLIC AROMATIC HYDROCARBON EXPOSURE: COMPARISON WITH URINARY METABOLITES AND DNA ADDUCTS IN A RAT MODEL,GROVA N;HARDY EM;FAŸS F;DUCA RC;APPENZELLER BMR,2-S2.0-85052800109,FALSE
9,7,0.27808226182839185,2016,ANALYSIS OF TETRAHYDROXYLATED BENZO[A]PYRENE ISOMERS IN HAIR AS BIOMARKERS OF EXPOSURE TO BENZO[A]PYRENE,GROVA N;HARDY EM;MEYER P;APPENZELLER BMR,2-S2.0-84961286495,FALSE
9,7,0.18553459119496857,2017,NEW INSIGHTS INTO URINE-BASED ASSESSMENT OF POLYCYCLIC AROMATIC HYDROCARBON-EXPOSURE FROM A RAT MODEL: IDENTIFICATION OF RELEVANT METABOLITES AND INFLUENCE OF ELIMINATION KINETICS,GROVA N;FAŸS F;HARDY EM;APPENZELLER BMR,2-S2.0-85020025614,FALSE
9,7,0.1183845029239766,2020,ULTRA PERFORMANCE LIQUID CHROMATOGRAPHY – TANDEM MASS SPECTROMETER METHOD APPLIED TO THE ANALYSIS OF BOTH THYROID AND STEROID HORMONES IN HUMAN HAIR,GROVA N;WANG X;HARDY EM;PALAZZI P;CHATA C;APPENZELLER BMR,2-S2.0-85074480363,FALSE
9,7,0.09878404754787318,2016,BEHAVIORAL TOXICITY AND PHYSIOLOGICAL CHANGES FROM REPEATED EXPOSURE TO FLUORENE ADMINISTERED ORALLY OR INTRAPERITONEALLY TO ADULT MALE WISTAR RATS: A DOSE-RESPONSE STUDY,PEIFFER J;GROVA N;HIDALGO S;SALQUÈBRE G;RYCHEN G;BISSON J-F;APPENZELLER BMR;SCHROEDER H,2-S2.0-84949671250,FALSE
10,6,0.14959737009473933,2021,PRISMA AND BIOID DISCLOSE A MOTIFS-BASED INTERACTOME OF THE INTRINSICALLY DISORDERED TRANSCRIPTION FACTOR C/EBPΑ,RAMBERGER E;SAPOZHNIKOVA V;KOWENZ-LEUTZ E;ZIMMERMANN K;NICOT N;NAZAROV PV;PEREZ-HERNANDEZ D;REIMER U;MERTINS P;DITTMAR G;LEUTZ A,2-S2.0-85108084516,FALSE
10,6,0.0933694697866168,2021,PEPTIDE ARRAY–BASED INTERACTOMICS,HERNANDEZ DP;DITTMAR G,2-S2.0-85105687289,FALSE
10,6,0.07934521947659263,2019,PRISMA: PROTEIN INTERACTION SCREEN ON PEPTIDE MATRIX REVEALS INTERACTION FOOTPRINTS AND MODIFICATIONS- DEPENDENT INTERACTOME OF INTRINSICALLY DISORDERED C/EBPΒ,DITTMAR G;HERNANDEZ DP;KOWENZ-LEUTZ E;KIRCHNER M;KAHLERT G;WESOLOWSKI R;BAUM K;KNOBLICH M;HOFSTÄTTER M;MULLER A;WOLF J;REIMER U;LEUTZ A,2-S2.0-85066253803,FALSE
10,6,0.066,2017,INSIGHTS INTO LIGAND STIMULATION EFFECTS ON GASTRO-INTESTINAL STROMAL TUMORS SIGNALLING,BAHLAWANE C;SCHMITZ M;LETELLIER E;ARUMUGAM K;NICOT N;NAZAROV PV;HAAN S,2-S2.0-84994229112,FALSE
10,6,0.058069381598793365,2021,A UNIVERSAL PEPTIDE MATRIX INTERACTOMICS APPROACH TO DISCLOSE MOTIF-DEPENDENT PROTEIN BINDING,RAMBERGER E;SUAREZ-ARTILES L;PEREZ-HERNANDEZ D;HAJI M;POPP O;REIMER U;LEUTZ A;DITTMAR G;MERTINS P,2-S2.0-85115910134,FALSE
11,5,0.05742810038468584,2021,DEPRIVATION OF DIETARY FIBER IN SPECIFIC-PATHOGEN-FREE MICE PROMOTES SUSCEPTIBILITY TO THE INTESTINAL MUCOSAL PATHOGEN CITROBACTER RODENTIUM,NEUMANN M;STEIMLE A;GRANT ET;WOLTER M;PARRISH A;WILLIEME S;BRENNER D;MARTENS EC;DESAI MS,2-S2.0-85115721075,FALSE
11,5,0.05450692425213149,2016,A DIETARY FIBER-DEPRIVED GUT MICROBIOTA DEGRADES THE COLONIC MUCUS BARRIER AND ENHANCES PATHOGEN SUSCEPTIBILITY,DESAI MS;SEEKATZ AM;KOROPATKIN NM;KAMADA N;HICKEY CA;WOLTER M;PUDLO NA;KITAMOTO S;TERRAPON N;MULLER A;YOUNG VB;HENRISSAT B;WILMES P;STAPPENBECK TS;NÚÑEZ G;MARTENS EC,2-S2.0-84995739780,FALSE
11,5,0.035584792292551536,2018,INTERACTIONS OF COMMENSAL AND PATHOGENIC MICROORGANISMS WITH THE INTESTINAL MUCOSAL BARRIER,MARTENS EC;NEUMANN M;DESAI MS,2-S2.0-85048546381,FALSE
11,5,0.03512782535900573,2021,CONCENTRATED RAW FIBERS ENHANCE THE FIBER‐DEGRADING CAPACITY OF A SYNTHETIC HUMAN GUT MICROBIOME,STEIMLE A;NEUMANN M;GRANT ET;TURNER JD;DESAI MS,2-S2.0-85108431228,FALSE
11,5,0.01703002019920596,2021,LEVERAGING DIET TO ENGINEER THE GUT MICROBIOME,WOLTER M;GRANT ET;BOUDAUD M;STEIMLE A;PEREIRA GV;MARTENS EC;DESAI MS,2-S2.0-85115798416,FALSE
12,5,0.27198714906356103,2021,"AGE-STRATIFIED SEROPREVALENCE OF VACCINE-PREVENTABLE INFECTIOUS DISEASE IN SARAVAN, SOUTHERN LAO PEOPLE'S DEMOCRATIC REPUBLIC",XAYDALASOUK K;SAYASINH K;HÜBSCHEN JM;KHOUNVISITH V;KEOMANY S;MULLER CP;BLACK AP,2-S2.0-85105524762,FALSE
12,5,0.17997977755308392,2021,SEROPREVALENCE OF MEASLES AND RUBELLA ANTIBODIES IN VACCINATED AND UNVACCINATED INFANTS IN THE LAO PEOPLE'S DEMOCRATIC REPUBLIC,HEFELE L;XAYDALASOUK K;KLEINE D;HOMSANA A;XAYAVONG D;SYPHAN S;HÜBSCHEN JM;MULLER CP;BLACK AP,2-S2.0-85109431478,FALSE
12,5,0.1742844761767194,2020,LASTING BENEFIT OF INFANT HEPATITIS B VACCINATION IN ADOLESCENTS IN THE LAO PEOPLE'S DEMOCRATIC REPUBLIC,HEFELE L;VANNACHONE S;KHOUNVISITH V;NOUANTHONG P;SAYASONE S;KOUNNAVONG S;CHANTHAVILAY P;MULLER CP;BLACK AP,2-S2.0-85081251777,FALSE
12,5,0.12343470483005367,2021,HEPATITIS B VIRUS IN LAO DENTISTS: A CROSS-SECTIONAL SEROLOGICAL STUDY,MANGKARA B;XAYDALASOUK K;CHANTHAVILAY P;KOUNNAVONG S;SAYASONE S;MULLER CP;PABORIBOUNE P;BLACK AP,2-S2.0-85100155795,FALSE
12,5,0.061224489795918366,2020,PERTUSSIS IN LAO PDR: SEROPREVALENCE AND DISEASE,KLEINE D;BILLAMAY S;CHANTHAVILAY P;MONGKHOUNE S;KEOKHAMPHOUI C;SOUKSAKHONE C;NOUANTHONG P;KHAMPHAPHONGPHANE B;MULLER CP;BLACK AP,2-S2.0-85084237671,FALSE
13,4,0.11671463692510643,2020,MOLECULAR EPIDEMIOLOGY OF THE HIV-1 SUBTYPE B SUB-EPIDEMIC IN BULGARIA,ALEXIEV I;CAMPBELL EM;KNYAZEV S;PAN Y;GRIGOROVA L;DIMITROVA R;PARTSUNEVA A;GANCHEVA A;KOSTADINOVA A;SEGUIN-DEVAUX C;SWITZER WM,2-S2.0-85083307231,FALSE
13,4,0.07058823529411765,2021,MOLECULAR EPIDEMIOLOGICAL ANALYSIS OF THE ORIGIN AND TRANSMISSION DYNAMICS OF THE HIV-1 CRF01_AE SUB-EPIDEMIC IN BULGARIA,ALEXIEV I;CAMPBELL EM;KNYAZEV S;PAN Y;GRIGOROVA L;DIMITROVA R;PARTSUNEVA A;GANCHEVA A;KOSTADINOVA A;SEGUIN-DEVAUX C;ELENKOV I;YANCHEVA N;SWITZER WM,2-S2.0-85100324565,FALSE
13,4,0.05839002267573696,2018,"HIV-1 INFECTION IN CYPRUS, THE EASTERN MEDITERRANEAN EUROPEAN FRONTIER: A DENSELY SAMPLED TRANSMISSION DYNAMICS ANALYSIS FROM 1986 TO 2012",PINEDA-PEÑA A-C;THEYS K;STYLIANOU DC;DEMETRIADES I;PUCHHAMMER E;VANDAMME A-M;ALEKSIEV I;LEPEJ SZ;LINKA M;FONAGER J;LIITSOLA K;KAISER R;HAMOUDA O;PARASKEVIS D;COUGHLAN S;GROSSMAN Z;MOR O;ZAZZI M;GRISKEVICIUS A;LIPNICKIENE V;DEVAUX C;BOUCHER C;HOFSTRA M;WENSING A;BAKKEN-KRAN A-M;HORBAN A;CAMACHO R;PARASCHIV S;OTELEA D;STANOJEVIC M;STANEKOVA D;POLJAK M;GARCIA F;PAREDES R;ALBERT J;ABECASIS AB;KOSTRIKIS LG,2-S2.0-85041118980,FALSE
13,4,0.04896086875117019,2019,"EARLIER INITIATION OF ANTIRETROVIRAL TREATMENT COINCIDES WITH AN INITIAL CONTROL OF THE HIV-1 SUB-SUBTYPE F1 OUTBREAK AMONG MEN-HAVING-SEX-WITH-MEN IN FLANDERS, BELGIUM",VINKEN L;FRANSEN K;CUYPERS L;ALEXIEV I;BALOTTA C;DEBAISIEUX L;SEGUIN-DEVAUX C;RIBAS SG;GOMES P;INCARDONA F;KAISER R;RUELLE J;SAYAN M;PARASCHIV S;PAREDES R;PEETERS M;SÖNNERBORG A;VANCUTSEM E;VANDAMME A-M;VAN DEN WIJNGAERT S;VAN RANST M;VERHOFSTEDE C;STADLER T;LEMEY P;VAN LAETHEM K,2-S2.0-85065149723,FALSE
14,4,0.2543876629242483,2018,ASSA-PBN 3.0: ANALYSING CONTEXT-SENSITIVE PROBABILISTIC BOOLEAN NETWORKS,MIZERA A;PANG J;QU H;YUAN Q,2-S2.0-85053223472,FALSE
14,4,0.2535612535612536,2018,ASSA-PBN: A TOOLBOX FOR PROBABILISTIC BOOLEAN NETWORKS,MIZERA A;PANG J;SU C;YUAN Q,2-S2.0-85035087821,FALSE
14,4,0.25265791119449654,2019,GPU-ACCELERATED STEADY-STATE COMPUTATION OF LARGE PROBABILISTIC BOOLEAN NETWORKS,MIZERA A;PANG J;YUAN Q,2-S2.0-85054536367,FALSE
14,4,0.10714285714285714,2019,TAMING ASYNCHRONY FOR ATTRACTOR DETECTION IN LARGE BOOLEAN NETWORKS,MIZERA A;PANG J;QU H;YUAN Q,2-S2.0-85049132883,FALSE
15,3,0.036775377785366686,2021,"VACCINES AND ALLERGIC REACTIONS: THE PAST, THE CURRENT COVID-19 PANDEMIC, AND FUTURE PERSPECTIVES",SAMPATH V;RABINOWITZ G;SHAH M;JAIN S;DIAMANT Z;JESENAK M;RABIN R;VIETHS S;AGACHE I;AKDIS M;BARBER D;BREITENEDER H;CHINTHRAJAH S;CHIVATO T;COLLINS W;EIWEGGER T;FAST K;FOKKENS W;O'HEHIR RE;OLLERT M;O'MAHONY L;PALOMARES O;PFAAR O;RIGGIONI C;SHAMJI MH;SOKOLOWSKA M;JOSE TORRES M;TRAIDL-HOFFMANN C;VAN ZELM M;WANG DY;ZHANG L;AKDIS CA;NADEAU KC,2-S2.0-85107119362,FALSE
