com,n_com,dgr_int,PY,TI,AU,UT,seed_com
9,6,0.11320754716981132,2019,A TAXONOMY OF AUTONOMOUS VEHICLE HANDOVER SITUATIONS,MCCALL R;MCGEE F;MIRNIG A;MESCHTSCHERJAKOV A;LOUVETON N;ENGEL T;TSCHELIGI M,2-S2.0-85048283024,FALSE
9,6,0.07413213885778275,2017,WHAT WE CAN LEARN FROM PILOTS FOR HANDOVERS AND (DE)SKILLING IN SEMI-AUTONOMOUS DRIVING: AN INTERVIEW STUDY,TRÖSTERER S;MESCHTSCHERJAKOV A;MIRNIG AG;LUPP A;GÄRTNER M;MCGEE F;MCCALL R;TSCHELIGI M;ENGEL T,2-S2.0-85032509818,FALSE
10,5,0.2034115601912212,2020,A NEW PARADIGM AND META-MODEL FOR CYBER-PHYSICAL-SOCIAL SYSTEMS,BEREKET ABERA Y;NAUDET Y;PANETTO H,2-S2.0-85103977534,FALSE
10,5,0.19659682320407043,2021,SYSTEMIC FORMALISATION OF CYBER-PHYSICAL-SOCIAL SYSTEM (CPSS): A SYSTEMATIC LITERATURE REVIEW,YILMA BA;PANETTO H;NAUDET Y,2-S2.0-85103932096,FALSE
10,5,0.14279398762157383,2019,A META-MODEL OF CYBER-PHYSICAL-SOCIAL SYSTEM: THE CPSS PARADIGM TO SUPPORT HUMAN-MACHINE COLLABORATION IN INDUSTRY 4.0,YILMA BA;PANETTO H;NAUDET Y,2-S2.0-85072980781,FALSE
10,5,0.12142857142857143,2021,TOWARDS A PERSONALISATION FRAMEWORK FOR CYBER-PHYSICAL-SOCIAL SYSTEM (CPSS),YILMA BA;NAUDET Y;PANETTO H,2-S2.0-85120698487,FALSE
10,5,0.03409090909090909,2019,INTRODUCTION TO PERSONALISATION IN CYBER-PHYSICAL-SOCIAL SYSTEMS,YILMA BA;NAUDET Y;PANETTO H,2-S2.0-85062297578,FALSE
11,5,0.15420591456736035,2017,PRIVACY-PRESERVING HYBRID RECOMMENDER SYSTEM,TANG Q;WANG H,2-S2.0-85022209554,FALSE
11,5,0.13357142857142856,2017,DIFFERENTIALLY PRIVATE NEIGHBORHOOD-BASED RECOMMENDER SYSTEMS,WANG J;TANG Q,2-S2.0-85019761581,FALSE
11,5,0.07716385410996189,2018,EFFICIENT HOMOMORPHIC INTEGER POLYNOMIAL EVALUATION BASED ON GSW FHE,WANG H;TANG Q,2-S2.0-85045456245,FALSE
11,5,0.05357142857142857,2019,NOVEL COLLABORATIVE FILTERING RECOMMENDER FRIENDLY TO PRIVACY PROTECTION,WANG J;TANG Q;ARRIAGA A;RYAN PYA,2-S2.0-85074948269,FALSE
11,5,0.015006132313685881,2021,POST-QUANTUM ERA PRIVACY PROTECTION FOR INTELLIGENT INFRASTRUCTURES,MALINA L;DZURENDA P;RICCI S;HAJNY J;SRIVASTAVA G;MATULEVICIUS R;AFFIA A-AO;LAURENT M;SULTAN NH;TANG Q,2-S2.0-85101745440,FALSE
12,5,0.6297527706734869,2018,EVOLVING SEMANTIC ANNOTATIONS THROUGH MULTIPLE VERSIONS OF CONTROLLED MEDICAL TERMINOLOGIES,CARDOSO S;REYNAUD-DELAÎTRE C;DA SILVEIRA M;LIN Y-C;GROß A;RAHM E;PRUSKI C,2-S2.0-85055046245,FALSE
12,5,0.5559714795008913,2017,TOWARDS A MULTI-LEVEL APPROACH FOR THE MAINTENANCE OF SEMANTIC ANNOTATIONS,CARDOSO SD;REYNAUD-DELAÎTRE C;SILVEIRA MD;LIN Y-C;GROß A;RAHM E;PRUSKI C,2-S2.0-85051741217,FALSE
12,5,0.3444025157232704,2017,AUTOMATIC MAINTENANCE OF SEMANTIC ANNOTATIONS,CARDOSO SD,2-S2.0-85019673205,FALSE
12,5,0.16048094709581945,2019,COMBINING SEMANTIC AND LEXICAL MEASURES TO EVALUATE MEDICAL TERMS SIMILARITY,CARDOSO SD;DA SILVEIRA M;LIN Y-C;CHRISTEN V;RAHM E;REYNAUD-DELAÎTRE C;PRUSKI C,2-S2.0-85059696120,FALSE
12,5,0.10925366193908394,2020,CONSTRUCTION AND EXPLOITATION OF AN HISTORICAL KNOWLEDGE GRAPH TO DEAL WITH THE EVOLUTION OF ONTOLOGIES,CARDOSO SD;DA SILVEIRA M;PRUSKI C,2-S2.0-85078000451,FALSE
13,5,0.14722222222222223,2019,COMPARING STAKEHOLDER INCENTIVES ACROSS STATE-OF-THE-ART RENEWABLE SUPPORT MECHANISMS,MIHAYLOV M;RĂDULESCU R;RAZO-ZAPATA I;JURADO S;ARCO L;AVELLANA N;NOWÉ A,2-S2.0-85050454137,FALSE
13,5,0.1204780361757106,2018,NRGCOIN-A BLOCKCHAIN-BASED REWARD MECHANISM FOR BOTH PRODUCTION AND CONSUMPTION OF RENEWABLE ENERGY,MIHAYLOV M;RAZO-ZAPATA I;NOWÉ A,2-S2.0-85081561216,FALSE
13,5,0.058970099667774084,2018,MODELING IN SUPPORT OF MULTI-PERSPECTIVE VALUATION OF SMART GRID INITIATIVES,KACZMAREK-HEß M;DE KINDEREN S;MA Q;RAZO-ZAPATA IS,2-S2.0-85050856783,FALSE
13,5,0.05,2017,ANALYSING THE IMPACT OF STORAGE AND LOAD SHIFTING ON GREY ENERGY DEMAND REDUCTION,RAZO-ZAPATA IS;MIHAYLOV M;NOWÉ A,2-S2.0-85028379324,FALSE
13,5,0.03571428571428571,2017,THE CONJOINT MODELING OF VALUE NETWORKS AND REGULATIONS OF SMART GRID PLATFORMS: A LUXEMBOURG CASE STUDY,RAZO-ZAPATA IS;MA Q;KACZMAREK-HEB M,2-S2.0-85029460088,FALSE
14,4,0.338572695035461,2019,BLOCKCHAIN: ANALYSIS OF THE NEW TECHNOLOGICAL COMPONENTS AS OPPORTUNITY TO SOLVE THE TRUST ISSUES IN SUPPLY CHAIN MANAGEMENT,IMERI A;AGOULMINE N;FELTUS C;KHADRAOUI D,2-S2.0-85069512895,FALSE
14,4,0.2380009896091044,2018,SOLVING THE TRUST ISSUES IN THE PROCESS OF TRANSPORTATION OF DANGEROUS GOODS BY USING BLOCKCHAIN TECHNOLOGY,IMERI A;FELTUS C;KHADRAOUI D;AGOULMINE N;NICOLAS D,2-S2.0-85056733283,FALSE
14,4,0.15341638981173866,2020,MODEL OF DYNAMIC SMART CONTRACT FOR PERMISSIONED BLOCKCHAINS,IMERI A;LAMONT J;AGOULMINE N;KHADRAOUI D,2-S2.0-85083036091,FALSE
14,4,0.14732142857142858,2018,THE SECURITY AND TRACEABILITY OF SHARED INFORMATION IN THE PROCESS OF TRANSPORTATION OF DANGEROUS GOODS,IMERI A;KHADRAOUI D,2-S2.0-85051005438,FALSE
15,3,0.0697608469609604,2020,TOWARDS A SEMANTIC CONSTRUCTION DIGITAL TWIN: DIRECTIONS FOR FUTURE RESEARCH,BOJE C;GUERRIERO A;KUBICKI S;REZGUI Y,2-S2.0-85082386834,FALSE
15,3,0.056338028169014086,2021,A 4D BIM SYSTEM ARCHITECTURE FOR THE SEMANTIC WEB,BOJE C;KUBICKI S;GUERRIERO A,2-S2.0-85088466323,FALSE
15,3,0.013422818791946308,2020,AN INTELLIGENT SEMANTIC SYSTEM FOR REAL-TIME DEMAND RESPONSE MANAGEMENT OF A THERMAL GRID,LI Y;REZGUI Y;KUBICKI S,2-S2.0-85072665107,FALSE
16,3,0.15695402298850575,2019,USING SOCIAL MEDIA TO LEVERAGE AND DEVELOP DYNAMIC CAPABILITIES FOR INNOVATION,MENTION A-L;BARLATIER P-J;JOSSERAND E,2-S2.0-85063272253,FALSE
16,3,0.13597918022121014,2020,HOW SOCIAL MEDIA CAN FUEL INNOVATION IN BUSINESSES: A STRATEGIC ROADMAP,BARLATIER P-J;MENTION A-L,2-S2.0-85062663008,FALSE
16,3,0.1090251572327044,2019,SOCIAL MEDIA AND INNOVATION: A SYSTEMATIC LITERATURE REVIEW AND FUTURE RESEARCH DIRECTIONS,BHIMANI H;MENTION A-L;BARLATIER P-J,2-S2.0-85054805165,FALSE
17,3,1.2525252525252526,2017,"MAESTRO: TOWARDS A COLLABORATIVE AAL MARKET QUALITY ASSURANCE PLATFORM FOR MONITORING DEVICES, SYSTEMS AND SERVICES",COAN K;AGGOUNE-MTALAA W;BOND R;KHADRAOUI D,2-S2.0-85048696435,FALSE
17,3,1.222222222222222,2018,"DISCUSSING AN ECONOMIC PERSPECTIVE FOR MAESTRO, AN ASSESSMENT PLATFORM FOR AMBIENT ASSISTED LIVING PRODUCTS",COAN K;AGGOUNE-MTALAA W;BOND R;KHADRAOUI D,2-S2.0-85057371368,FALSE
17,3,0.696969696969697,2017,MAESTRO: CONSTRUCTING A REFERENCE FRAMEWORK FOR SELF MONITORING DEVICES DEDICATED TO SENIORS,OUEDRAGO M;AGGOUNE-MTALAA W;KHADRAOUI D,2-S2.0-85045837438,FALSE
18,3,0.56,2016,BIG DATA CLUSTERING USING DATA STREAMS APPROACH,LOUHI I;BOUDJELOUD-ASSALA L;TAMISIER T,2-S2.0-85015057814,FALSE
18,3,0.5384615384615384,2016,INCREMENTAL NEAREST NEIGHBORHOOD GRAPH FOR DATA STREAM CLUSTERING,LOUHI I;BOUDJELOUD-ASSALA L;TAMISIER T,2-S2.0-85007246761,FALSE
18,3,0.09846153846153846,2017,SUBSPACE CLUSTERING AND VISUALIZATION OF DATA STREAMS,LOUHI I;BOUDJELOUD-ASSALA L;TAMISIER T,2-S2.0-85047923301,FALSE
19,2,0.20930232558139536,2021,TIRE SURFACE SEGMENTATION IN INFRARED IMAGING WITH CONVOLUTIONAL NEURAL NETWORKS AND TRANSFER LEARNING,"NAVA R;FEHR D;PETRY F;TAMISIER T",2-S2.0-85115248829,FALSE
19,2,0.20930232558139536,2021,TIRE SURFACE SEGMENTATION IN INFRARED IMAGING WITH CONVOLUTIONAL NEURAL NETWORKS,"NAVA R;FEHR D;PETRY F;TAMISIER T",2-S2.0-85104289304,FALSE
20,2,0.125,2020,ADVANCED ANALYSIS OF TEMPORAL DATA USING FISHER-SHANNON INFORMATION: THEORETICAL DEVELOPMENT AND APPLICATION IN GEOSCIENCES,GUIGNARD F;LAIB M;AMATO F;KANEVSKI M,2-S2.0-85088785308,FALSE
20,2,0.125,2020,ANALYSIS OF AIR POLLUTION TIME SERIES USING COMPLEXITY-INVARIANT DISTANCE AND INFORMATION MEASURES,AMATO F;LAIB M;GUIGNARD F;KANEVSKI M,2-S2.0-85081345649,FALSE
21,2,0.17647058823529413,2020,PROMOTING ENERGY EFFICIENCY IN THE BUILT ENVIRONMENT THROUGH ADAPTED BIM TRAINING AND EDUCATION,ALHAMAMI A;PETRI I;REZGUI Y;KUBICKI S,2-S2.0-85084302629,FALSE
21,2,0.17647058823529413,2018,A VIRTUAL COLLABORATIVE PLATFORM TO SUPPORT BUILDING INFORMATION MODELING IMPLEMENTATION FOR ENERGY EFFICIENCY,PETRI I;ALHAMAMI A;REZGUI Y;KUBICKI S,2-S2.0-85053813991,FALSE
22,2,0.075,2019,RADIATION EXPOSURE FROM PEDIATRIC CT SCANS AND SUBSEQUENT CANCER RISK IN THE NETHERLANDS,MEULEPAS JM;RONCKERS CM;SMETS AMJB;NIEVELSTEIN RAJ;GRADOWSKA P;LEE C;JAHNEN A;VAN STRATEN M;DE WIT M-CY;ZONNENBERG B;KLEIN WM;MERKS JH;VISSER O;VAN LEEUWEN FE;HAUPTMANN M,2-S2.0-85059842135,FALSE
22,2,0.075,2018,"INDIVIDUAL RADIATION EXPOSURE FROM COMPUTED TOMOGRAPHY: A SURVEY OF PAEDIATRIC PRACTICE IN FRENCH UNIVERSITY HOSPITALS, 2010–2013",JOURNY NMY;DREUIL S;BODDAERT N;CHATEIL J-F;DEFEZ D;DUCOU-LE-POINTE H;GARCIER J-M;GUERSEN J;HABIB GERYES B;JAHNEN A;LEE C;PAYEN-DE-LA-GARANDERIE J;PRACROS J-P;SIRINELLI D;THIERRY-CHEF I;BERNIER M-O,2-S2.0-85028015371,FALSE
23,2,0.15625,2019,A LEARNING-BASED APPROACH TO COMBINE MEDICAL ANNOTATION RESULTS: (SHORT PAPER),CHRISTEN V;LIN Y-C;GROß A;CARDOSO SD;PRUSKI C;DA SILVEIRA M;RAHM E,2-S2.0-85059678980,FALSE
23,2,0.15625,2017,EVALUATING AND IMPROVING ANNOTATION TOOLS FOR MEDICAL FORMS,LIN Y-C;CHRISTEN V;GROß A;CARDOSO SD;PRUSKI C;DA SILVEIRA M;RAHM E,2-S2.0-85034218254,FALSE
24,2,0.16666666666666666,2018,A DESIGN-TIME SEMI-AUTOMATIC APPROACH FOR OBFUSCATING A BUSINESS PROCESS MODEL IN A TRUSTED MULTI-CLOUD DEPLOYMENT: A DESIGN-TIME APPROACH FOR BP OBFUSCATION,"NACER AA;GOETTELMANN E;YOUCEF S;TARI A;GODART C",2-S2.0-85053229334,FALSE
24,2,0.16666666666666666,2016,OBFUSCATING A BUSINESS PROCESS BY SPLITTING ITS LOGIC WITH FAKE FRAGMENTS FOR SECURING A MULTI-CLOUD DEPLOYMENT,"NACER AA;GOETTELMANN E;YOUCEF S;TARI A;GODART C",2-S2.0-84988856990,FALSE
25,2,0.07428571428571429,2018,BUSINESS MODELS AND TARIFF SIMULATION IN CAR-SHARING SERVICES,PERBOLI G;FERRERO F;MUSSO S;VESCO A,2-S2.0-85030669439,FALSE
25,2,0.07428571428571429,2018,CAR-SHARING SERVICES: AN ANNOTATED REVIEW,FERRERO F;PERBOLI G;ROSANO M;VESCO A,2-S2.0-85038035266,FALSE
26,2,0.10344827586206896,2017,TESTING A COMMERCIAL BCI DEVICE FOR IN-VEHICLE INTERFACES EVALUATION: A SIMULATOR AND REAL-WORLD DRIVING STUDY,LOUVETON N;SENGUPTA K;MCCALL R;FRANK R;ENGEL T,2-S2.0-85028722701,FALSE
26,2,0.10344827586206896,2016,DRIVING WHILE USING A SMARTPHONE-BASED MOBILITY APPLICATION: EVALUATING THE IMPACT OF THREE MULTI-CHOICE USER INTERFACES ON VISUAL-MANUAL DISTRACTION,LOUVETON N;MCCALL R;KOENIG V;AVANESOV T;ENGEL T,2-S2.0-84958035800,FALSE
27,2,0.08374384236453201,2017,CHARACTERISATION OF DOMESTIC HOT WATER END-USES FOR INTEGRATED URBAN THERMAL ENERGY ASSESSMENT AND OPTIMISATION,BERTRAND A;MASTRUCCI A;SCHÜLER N;AGGOUNE R;MARÉCHAL F,2-S2.0-84960145616,FALSE
27,2,0.08374384236453201,2017,IN-BUILDING WASTE WATER HEAT RECOVERY: AN URBAN-SCALE METHOD FOR THE CHARACTERISATION OF WATER STREAMS AND THE ASSESSMENT OF ENERGY SAVINGS AND COSTS,BERTRAND A;AGGOUNE R;MARÉCHAL F,2-S2.0-85012088608,FALSE
28,1,0,2018,AN ASSESSMENT FRAMEWORK TO SUPPORT COLLECTIVE DECISION MAKING ON URBAN FREIGHT TRANSPORT,GOLINI R;GUERLAIN C;LAGORIO A;PINTO R,2-S2.0-85050959479,FALSE
