com,n_com,dgr_int,PY,TI,AU,UT,seed_com
3,4,0.5907348165305505,2018,THE PLASMA PEPTIDOME 03 CHEMICAL SCIENCES 0301 ANALYTICAL CHEMISTRY,DUFRESNE J;BOWDEN P;THAVARAJAH T;FLORENTINUS-MEFAILOSKI A;CHEN ZZ;TUCHOLSKA M;NORZIN T;HO MT;PHAN M;MOHAMED N;RAVANDI A;STANTON E;SLUTSKY AS;DOS SANTOS CC;ROMASCHIN A;MARSHALL JC;ADDISON C;MALONE S;HEYLAND D;SCHELTENS P;KILLESTEIN J;TEUNISSEN C;DIAMANDIS EP;SIU KWM;MARSHALL JG,2-S2.0-85057878380,TRUE
3,4,0.5821946238654493,2018,THE PLASMA PEPTIDES OF OVARIAN CANCER,DUFRESNE J;BOWDEN P;THAVARAJAH T;FLORENTINUS-MEFAILOSKI A;CHEN ZZ;TUCHOLSKA M;NORZIN T;HO MT;PHAN M;MOHAMED N;RAVANDI A;STANTON E;SLUTSKY AS;DOS SANTOS CC;ROMASCHIN A;MARSHALL JC;ADDISON C;MALONE S;HEYLAND D;SCHELTENS P;KILLESTEIN J;TEUNISSEN CE;DIAMANDIS EP;MICHAEL SIU KW;MARSHALL JG,2-S2.0-85058930081,TRUE
3,4,0.5400950349444185,2019,THE PLASMA PEPTIDES OF BREAST VERSUS OVARIAN CANCER,DUFRESNE J;BOWDEN P;THAVARAJAH T;FLORENTINUS-MEFAILOSKI A;CHEN ZZ;TUCHOLSKA M;NORZIN T;HO MT;PHAN M;MOHAMED N;RAVANDI A;STANTON E;SLUTSKY AS;DOS SANTOS CC;ROMASCHIN A;MARSHALL JC;ADDISON C;MALONE S;HEYLAND D;SCHELTENS P;KILLESTEIN J;TEUNISSEN C;DIAMANDIS EP;SIU KWM;MARSHALL JG,2-S2.0-85077028736,TRUE
3,4,0.3471201197372956,2021,THE PLASMA PEPTIDES OF ALZHEIMER’S DISEASE,FLORENTINUS-MEFAILOSKI A;BOWDEN P;SCHELTENS P;KILLESTEIN J;TEUNISSEN C;MARSHALL JG,2-S2.0-85109407886,TRUE
4,2,0.0013054830287206266,2020,METHOD FOR THE ANALYSIS OF THE TUMOR MICROENVIRONMENT BY MASS CYTOMETRY: APPLICATION TO CHRONIC LYMPHOCYTIC LEUKEMIA,GONDER S;FERNANDEZ BOTANA I;WIERZ M;PAGANO G;GARGIULO E;COSMA A;MOUSSAY E;PAGGETTI J;LARGEOT A,2-S2.0-85095593083,TRUE
4,2,0.0013054830287206266,2019,GUIDELINES FOR THE USE OF FLOW CYTOMETRY AND CELL SORTING IN IMMUNOLOGICAL STUDIES (SECOND EDITION),COSSARIZZA A;CHANG H-D;RADBRUCH A;ACS A;ADAM D;ADAM-KLAGES S;AGACE WW;AGHAEEPOUR N;AKDIS M;ALLEZ M;ALMEIDA LN;ALVISI G;ANDERSON G;ANDRÄ I;ANNUNZIATO F;ANSELMO A;BACHER P;BALDARI CT;BARI S;BARNABA V;BARROS-MARTINS J;BATTISTINI L;BAUER W;BAUMGART S;BAUMGARTH N;BAUMJOHANN D;BAYING B;BEBAWY M;BECHER B;BEISKER W;BENES V;BEYAERT R;BLANCO A;BOARDMAN DA;BOGDAN C;BORGER JG;BORSELLINO G;BOULAIS PE;BRADFORD JA;BRENNER D;BRINKMAN RR;BROOKS AES;BUSCH DH;BÜSCHER M;BUSHNELL TP;CALZETTI F;CAMERON G;CAMMARATA I;CAO X;CARDELL SL;CASOLA S;CASSATELLA MA;CAVANI A;CELADA A;CHATENOUD L;CHATTOPADHYAY PK;CHOW S;CHRISTAKOU E;ČIČIN-ŠAIN L;CLERICI M;COLOMBO FS;COOK L;COOKE A;COOPER AM;CORBETT AJ;COSMA A;COSMI L;COULIE PG;CUMANO A;CVETKOVIC L;DANG VD;DANG-HEINE C;DAVEY MS;DAVIES D;DE BIASI S;DEL ZOTTO G;DELA CRUZ GV;DELACHER M;DELLA BELLA S;DELLABONA P;DENIZ G;DESSING M;DI SANTO JP;DIEFENBACH A;DIELI F;DOLF A;DÖRNER T;DRESS RJ;DUDZIAK D;DUSTIN M;DUTERTRE C-A;EBNER F;ECKLE SBG;EDINGER M;EEDE P;EHRHARDT GRA;EICH M;ENGEL P;ENGELHARDT B;ERDEI A;ESSER C;EVERTS B;EVRARD M;FALK CS;FEHNIGER TA;FELIPO-BENAVENT M;FERRY H;FEUERER M;FILBY A;FILKOR K;FILLATREAU S;FOLLO M;FÖRSTER I;FOSTER J;FOULDS GA;FREHSE B;FRENETTE PS;FRISCHBUTTER S;FRITZSCHE W;GALBRAITH DW;GANGAEV A;GARBI N;GAUDILLIERE B;GAZZINELLI RT;GEGINAT J;GERNER W;GHERARDIN NA;GHORESCHI K;GIBELLINI L;GINHOUX F;GODA K;GODFREY DI;GOETTLINGER C;GONZÁLEZ-NAVAJAS JM;GOODYEAR CS;GORI A;GROGAN JL;GRUMMITT D;GRÜTZKAU A;HAFTMANN C;HAHN J;HAMMAD H;HÄMMERLING G;HANSMANN L;HANSSON G;HARPUR CM;HARTMANN S;HAUSER A;HAUSER AE;HAVILAND DL;HEDLEY D;HERNÁNDEZ DC;HERRERA G;HERRMANN M;HESS C;HÖFER T;HOFFMANN P;HOGQUIST K;HOLLAND T;HÖLLT T;HOLMDAHL R;HOMBRINK P;HOUSTON JP;HOYER BF;HUANG B;HUANG F-P;HUBER JE;HUEHN J;HUNDEMER M;HUNTER CA;HWANG WYK;IANNONE A;INGELFINGER F;IVISON SM;JÄCK H-M;JANI PK;JÁVEGA B;JONJIC S;KAISER T;KALINA T;KAMRADT T;KAUFMANN SHE;KELLER B;KETELAARS SLC;KHALILNEZHAD A;KHAN S;KISIELOW J;KLENERMAN P;KNOPF J;KOAY H-F;KOBOW K;KOLLS JK;KONG WT;KOPF M;KORN T;KRIEGSMANN K;KRISTYANTO H;KRONEIS T;KRUEGER A;KÜHNE J;KUKAT C;KUNKEL D;KUNZE-SCHUMACHER H;KUROSAKI T;KURTS C;KVISTBORG P;KWOK I;LANDRY J;LANTZ O;LANUTI P;LAROSA F;LEHUEN A;LEIBUNDGUT-LANDMANN S;LEIPOLD MD;LEUNG LYT;LEVINGS MK;LINO AC;LIOTTA F;LITWIN V;LIU Y;LJUNGGREN H-G;LOHOFF M;LOMBARDI G;LOPEZ L;LÓPEZ-BOTET M;LOVETT-RACKE AE;LUBBERTS E;LUCHE H;LUDEWIG B;LUGLI E;LUNEMANN S;MAECKER HT;MAGGI L;MAGUIRE O;MAIR F;MAIR KH;MANTOVANI A;MANZ RA;MARSHALL AJ;MARTÍNEZ-ROMERO A;MARTRUS G;MARVENTANO I;MASLINSKI W;MATARESE G;MATTIOLI AV;MAUERÖDER C;MAZZONI A;MCCLUSKEY J;MCGRATH M;MCGUIRE HM;MCINNES IB;MEI HE;MELCHERS F;MELZER S;MIELENZ D;MILLER SD;MILLS KHG;MINDERMAN H;MJÖSBERG J;MOORE J;MORAN B;MORETTA L;MOSMANN TR;MÜLLER S;MULTHOFF G;MUÑOZ LE;MÜNZ C;NAKAYAMA T;NASI M;NEUMANN K;NG LG;NIEDOBITEK A;NOURSHARGH S;NÚÑEZ G;O'CONNOR J-E;OCHEL A;OJA A;ORDONEZ D;ORFAO A;ORLOWSKI-OLIVER E;OUYANG W;OXENIUS A;PALANKAR R;PANSE I;PATTANAPANYASAT K;PAULSEN M;PAVLINIC D;PENTER L;PETERSON P;PETH C;PETRIZ J;PIANCONE F;PICKL WF;PICONESE S;PINTI M;POCKLEY AG;PODOLSKA MJ;POON Z;PRACHT K;PRINZ I;PUCILLO CEM;QUATAERT SA;QUATRINI L;QUINN KM;RADBRUCH H;RADSTAKE TRDJ;RAHMIG S;RAHN H-P;RAJWA B;RAVICHANDRAN G;RAZ Y;REBHAHN JA;RECKTENWALD D;REIMER D;REIS E SOUSA C;REMMERSWAAL EBM;RICHTER L;RICO LG;RIDDELL A;RIEGER AM;ROBINSON JP;ROMAGNANI C;RUBARTELLI A;RULAND J;SAALMÜLLER A;SAEYS Y;SAITO T;SAKAGUCHI S;SALA-DE-OYANGUREN F;SAMSTAG Y;SANDERSON S;SANDROCK I;SANTONI A;SANZ RB;SARESELLA M;SAUTES-FRIDMAN C;SAWITZKI B;SCHADT L;SCHEFFOLD A;SCHERER HU;SCHIEMANN M;SCHILDBERG FA;SCHIMISKY E;SCHLITZER A;SCHLOSSER J;SCHMID S;SCHMITT S;SCHOBER K;SCHRAIVOGEL D;SCHUH W;SCHÜLER T;SCHULTE R;SCHULZ AR;SCHULZ SR;SCOTTÁ C;SCOTT-ALGARA D;SESTER DP;SHANKEY TV;SILVA-SANTOS B;SIMON AK;SITNIK KM;SOZZANI S;SPEISER DE;SPIDLEN J;STAHLBERG A;STALL AM;STANLEY N;STARK R;STEHLE C;STEINMETZ T;STOCKINGER H;TAKAHAMA Y;TAKEDA K;TAN L;TÁRNOK A;TIEGS G;TOLDI G;TORNACK J;TRAGGIAI E;TREBAK M;TREE TIM;TROTTER J;TROWSDALE J;TSOUMAKIDOU M;ULRICH H;URBANCZYK S;VAN DE VEEN W;VAN DEN BROEK M;VAN DER POL E;VAN GASSEN S;VAN ISTERDAEL G;VAN LIER RAW;VELDHOEN M;VENTO-ASTURIAS S;VIEIRA P;VOEHRINGER D;VOLK H-D;VON BORSTEL A;VON VOLKMANN K;WAISMAN A;WALKER RV;WALLACE PK;WANG SA;WANG XM;WARD MD;WARD-HARTSTONGE KA;WARNATZ K;WARNES G;WARTH S;WASKOW C;WATSON JV;WATZL C;WEGENER L;WEISENBURGER T;WIEDEMANN A;WIENANDS J;WILHARM A;WILKINSON RJ;WILLIMSKY G;WING JB;WINKELMANN R;WINKLER TH;WIRZ OF;WONG A;WURST P;YANG JHM;YANG J;YAZDANBAKHSH M;YU L;YUE A;ZHANG H;ZHAO Y;ZIEGLER SM;ZIELINSKI C;ZIMMERMANN J;ZYCHLINSKY A,2-S2.0-85073598520,TRUE
5,2,0.052083333333333336,2019,POSTPRANDIALMETABOLIC EFFECTS OF FIBERMIXES REVEALED BY IN VIVO STABLE ISOTOPE LABELING IN HUMANS,SCHLICKER L;BOERS HM;DUDEK C-A;ZHAO G;BARUA A;TREZZI J-P;HERMANN MM;JACOBS DM;HILLER K,2-S2.0-85070456768,TRUE
5,2,0.052083333333333336,2018,QUANTIFICATION OF STABLE ISOTOPE TRACES CLOSE TO NATURAL ENRICHMENT IN HUMAN PLASMA METABOLITES USING GAS CHROMATOGRAPHY-MASS SPECTROMETRY,KRÄMER L;JÄGER C;TREZZI J-P;JACOBS DM;HILLER K,2-S2.0-85042301165,TRUE
6,1,0,2021,THE ROLE OF DJ-1 IN CELLULAR METABOLISM AND PATHOPHYSIOLOGICAL IMPLICATIONS FOR PARKINSON’S DISEASE,MENCKE P;BOUSSAAD I;ROMANO CD;KITAMI T;LINSTER CL;KRÜGER R,2-S2.0-85101016539,FALSE
7,1,0,2020,MITOCHONDRIA INTERACTION NETWORKS SHOW ALTERED TOPOLOGICAL PATTERNS IN PARKINSON’S DISEASE,ZANIN M;SANTOS BFR;ANTONY PMA;BERENGUER-ESCUDER C;LARSEN SB;HANSS Z;BARBUTI PA;BAUMURATOV AS;GROSSMANN D;CAPELLE CM;WEBER J;BALLING R;OLLERT M;KRÜGER R;DIEDERICH NJ;HE FQ,2-S2.0-85095744360,FALSE
