com,n_com,dgr_int,PY,TI,AU,UT,seed_com
4,4,0.1218818989570142,2021,"HUMAN RESOURCE PRACTICES, PERCEIVED EMPLOYABILITY AND TURNOVER INTENTION: DOES AGE MATTER?",MARTIN L;NGUYEN-THI UT;MOTHE C,2-S2.0-85105789555,TRUE
5,4,0.2183606557377049,2017,PERSISTENT OPENNESS AND ENVIRONMENTAL INNOVATION: AN EMPIRICAL ANALYSIS OF FRENCH MANUFACTURING FIRMS,MOTHE C;NGUYEN-THI UT,2-S2.0-85009279044,TRUE
5,4,0.21639840151267697,2018,INNOVATIVE PRODUCTS AND SERVICES WITH ENVIRONMENTAL BENEFITS: DESIGN OF SEARCH STRATEGIES FOR EXTERNAL KNOWLEDGE AND ABSORPTIVE CAPACITY,MOTHE C;NGUYEN-THI UT;TRIGUERO Á,2-S2.0-85029468714,TRUE
5,4,0.17930849020361123,2018,LINKING FORMS OF INBOUND OPEN INNOVATION TO A DRIVER-BASED TYPOLOGY OF ENVIRONMENTAL INNOVATION: EVIDENCE FROM FRENCH MANUFACTURING FIRMS,LI-YING J;MOTHE C;NGUYEN TTU,2-S2.0-85020763517,TRUE
5,4,0.11136083451872925,2018,ARE ENVIRONMENTAL INNOVATORS PERSISTENT?,LE BAS C;POUSSING N,2-S2.0-85035328194,TRUE
6,3,0.13628762541806022,2020,WORKING TIME REDUCTIONS AT THE END OF THE CAREER: DO THEY PROLONG THE TIME SPENT IN EMPLOYMENT?,ALBANESE A;COCKX B;THUY Y,2-S2.0-85081377150,TRUE
6,3,0.13079311992355472,2019,PERMANENT WAGE COST SUBSIDIES FOR OLDER WORKERS. AN EFFECTIVE TOOL FOR EMPLOYMENT RETENTION AND POSTPONING EARLY RETIREMENT?,ALBANESE A;COCKX B,2-S2.0-85042013202,TRUE
6,3,0.07142857142857142,2021,THE EFFECTS OF YOUTH LABOUR MARKET REFORMS: EVIDENCE FROM ITALIAN APPRENTICESHIPS,ALBANESE A;CAPPELLARI L;LEONARDI M,2-S2.0-85111943447,TRUE
7,3,0.795045045045045,2020,ON THE BALANCED MINIMUM EVOLUTION POLYTOPE,CATANZARO D;PESENTI R;WOLSEY L,2-S2.0-85079846804,TRUE
7,3,0.6944444444444444,2019,ENUMERATING VERTICES OF THE BALANCED MINIMUM EVOLUTION POLYTOPE,CATANZARO D;PESENTI R,2-S2.0-85065664523,TRUE
7,3,0.6561561561561562,2020,AN INFORMATION THEORY PERSPECTIVE ON THE BALANCED MINIMUM EVOLUTION PROBLEM,CATANZARO D;FROHN M;PESENTI R,2-S2.0-85083755916,TRUE
8,3,0.11616161616161616,2019,WHAT TYPES ARE THERE?,COSAERT S,2-S2.0-85029758485,TRUE
8,3,0.09357309357309357,2018,INDIVIDUAL WELFARE ANALYSIS FOR COLLECTIVE HOUSEHOLDS,CHERCHYE L;COSAERT S;DE ROCK B;KERSTENS PJ;VERMEULEN F,2-S2.0-85053310322,TRUE
8,3,0.08852258852258851,2017,MEASURING THE WILLINGNESS-TO-PAY FOR OTHERS' CONSUMPTION: AN APPLICATION TO JOINT DECISIONS OF CHILDREN,BRUYNEEL S;CHERCHYE L;COSAERT S;DE ROCK B;DEWITTE S,2-S2.0-85034653314,TRUE
9,3,0.1597758594578222,2017,NEW JOB MATCHES AND THEIR STABILITY BEFORE AND DURING THE CRISIS,"NAGORE GARCÍA A;VAN SOEST A",2-S2.0-85031819989,TRUE
9,3,0.14403085177733066,2017,GENDER DIFFERENCES IN UNEMPLOYMENT DYNAMICS AND INITIAL WAGES OVER THE BUSINESS CYCLE,"NAGORE GARCÍA A",2-S2.0-85017417072,TRUE
9,3,0.1347926267281106,2017,UNEMPLOYMENT EXITS BEFORE AND DURING THE CRISIS,GARCÍA AN;VAN SOEST A,2-S2.0-85020502298,TRUE
10,2,0.1,2019,"ECONOMIC PERFORMANCE, GENDER AND SOCIAL NETWORKS IN WEST AFRICAN FOOD SYSTEMS",WALTHER OJ;TENIKUE M;TRÉMOLIÈRES M,2-S2.0-85070909702,TRUE
10,2,0.1,2016,SOCIAL NETWORKS AND SMALL BUSINESS PERFORMANCE IN WEST AFRICAN BORDER REGIONS,KUÉPIÉ M;TENIKUE M;WALTHER OJ,2-S2.0-84945232518,TRUE
